"Time (s)"	"Latitude (°)"	"Longitude (°)"	"Height (m)"	"Velocity (m/s)"	"Direction (°)"	"Horizontal Accuracy (m)"	"Vertical Accuracy (m)"
2.212541112E2	5.027743060E1	7.553930311E0	3.229179165E2	1.409999943E1	2.836000061E2	1.500000000E0	1.000000000E2
2.222703415E2	5.027746882E1	7.553743981E0	3.219179684E2	1.415999985E1	2.897000122E2	1.500000000E0	1.000000000E2
2.232808023E2	5.027751911E1	7.553560836E0	3.219180308E2	1.446999931E1	2.942000122E2	1.500000000E0	1.000000000E2
2.242862170E2	5.027757481E1	7.553376853E0	3.219180982E2	1.481999969E1	2.971000061E2	1.500000000E0	1.000000000E2
2.252707948E2	5.027763394E1	7.553201001E0	3.209181679E2	1.425000000E1	2.981000061E2	1.500000000E0	1.000000000E2
2.262820398E2	5.027768863E1	7.553036129E0	3.199182326E2	1.242000008E1	2.972000122E2	1.500000000E0	1.000000000E2
2.272806733E2	5.027773302E1	7.552897157E0	3.189182856E2	1.009000015E1	2.955000000E2	1.500000000E0	1.000000000E2
2.282716934E2	5.027776805E1	7.552785091E0	3.179183276E2	7.119999886E0	2.956000061E2	1.500000000E0	1.000000000E2
2.292843326E2	5.027779601E1	7.552704625E0	3.179183603E2	5.480000019E0	2.986000061E2	1.500000000E0	1.000000000E2
2.302797725E2	5.027782543E1	7.552649053E0	3.179183920E2	4.839999676E0	3.187000122E2	1.500000000E0	1.000000000E2
2.312749351E2	5.027786118E1	7.552629272E0	3.179184259E2	3.470000029E0	3.452999878E2	1.500000000E0	1.000000000E2
2.322735119E2	5.027788821E1	7.552628433E0	3.179184503E2	2.819999933E0	1.380000019E1	2.000000000E0	1.000000000E2
2.332743069E2	5.027790816E1	7.552645952E0	3.179184665E2	2.460000038E0	4.009999847E1	2.000000000E0	1.000000000E2
2.342810789E2	5.027792035E1	7.552675707E0	3.179184747E2	2.240000010E0	6.190000153E1	1.500000000E0	1.000000000E2
2.352747802E2	5.027793313E1	7.552689370E0	3.179184848E2	2.009999990E0	3.409999847E1	2.000000000E0	1.000000000E2
2.362565119E2	5.027794944E1	7.552688364E0	3.179184996E2	2.379999876E0	8.100000381E0	2.000000000E0	1.000000000E2
2.372787979E2	5.027796281E1	7.552662296E0	3.179185140E2	2.549999952E0	3.161000061E2	2.000000000E0	1.000000000E2
2.382814462E2	5.027795782E1	7.552625248E0	3.179185131E2	2.329999924E0	2.565000000E2	2.000000000E0	1.000000000E2
2.392784018E2	5.027794147E1	7.552611586E0	3.179184997E2	1.829999924E0	1.968000031E2	2.000000000E0	1.000000000E2
2.402704016E2	5.027792932E1	7.552612256E0	3.179184887E2	3.400000036E-1	1.470000000E2	2.000000000E0	1.000000000E2
2.412699198E2	5.027793368E1	7.552627008E0	3.179184912E2	3.799999952E-1	9.290000153E1	2.000000000E0	1.000000000E2
2.422426350E2	5.027793372E1	7.552628014E0	3.179184912E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
2.432673341E2	5.027793401E1	7.552628098E0	3.179184914E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
2.442835609E2	5.027793892E1	7.552629858E0	3.179184957E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
