4035.23	539.329	4984.5
4035.23	539.332	4998.5
4035.23	539.333	5005.5
4035.23	539.33	5021.5
4035.23	539.33	5021.5
4035.23	539.33	5021.5
4035.23	539.33	5021.5
4035.23	539.331	5016.5
4035.23	539.331	5016.5
4035.23	539.331	5016.5
4035.23	539.331	5016.5
4035.23	539.331	5016.5
4035.23	539.331	5016.5
4035.23	539.331	5016.5
4035.23	539.331	5016.5
4035.23	539.331	5016.5
4035.23	539.33	5016.5
4035.23	539.33	5015.5
4035.23	539.326	5017.5
4035.23	539.32	5019.5
4035.23	539.314	5019.5
4035.23	539.305	5019.5
4035.22	539.291	5019.51
4035.22	539.272	5019.51
4035.22	539.251	5019.52
4035.21	539.232	5019.52
4035.2	539.216	5021.53
4035.19	539.201	5021.54
4035.18	539.188	5021.55
4035.17	539.179	5021.57
4035.15	539.172	5021.58
4035.13	539.166	5023.6
4035.12	539.161	5024.61
4035.1	539.154	5027.62
4035.09	539.149	5028.63
4035.02	539.004	5061.71
4035.02	538.985	5042.71
4035.01	538.964	5047.72
4035	538.951	5053.73
4034.99	538.933	5054.74
4034.99	538.915	5053.75
4034.98	538.9	5052.75
4034.97	538.886	5052.76
4034.97	538.871	5053.76
4034.97	538.854	5054.77
4034.97	538.838	5055.76
4034.98	538.821	5056.76
4034.98	538.805	5057.76
4034.99	538.789	5059.76
4035	538.775	5060.75
4035	538.761	5061.75
4035.01	538.748	5061.75
4035.02	538.735	5062.74
4035.02	538.722	5062.74
4035.03	538.709	5063.74
4035.03	538.696	5063.73
4035.04	538.682	5065.73
4035.04	538.669	5066.73
4035.04	538.652	5067.73
4035.05	538.632	5069.73
4035.05	538.608	5071.73
4035.06	538.58	5073.72
4035.07	538.55	5075.72
4035.08	538.522	5078.72
4035.08	538.495	5080.71
4035.09	538.469	5081.71
4035.1	538.443	5082.7
4035.12	538.418	5083.69
4035.13	538.396	5084.69
4035.14	538.375	5084.68
4035.15	538.353	5085.67
4035.17	538.329	5085.66
4035.18	538.305	5086.66
4035.19	538.281	5087.65
4035.2	538.257	5088.64
4035.21	538.233	5088.64
4035.22	538.21	5088.63
4035.23	538.187	5090.62
4035.24	538.164	5091.62
4035.25	538.141	5093.61
4035.26	538.119	5095.6
4035.27	538.097	5097.6
4035.29	538.077	5098.59
4035.3	538.056	5100.58
4035.31	538.035	5102.58
4035.32	538.014	5103.57
4035.33	537.991	5105.56
4035.34	537.967	5107.56
4035.34	537.942	5109.56
4035.35	537.918	5111.56
4035.35	537.893	5112.56
4035.36	537.868	5114.56
4035.36	537.844	5116.55
4035.37	537.82	5118.55
4035.38	537.797	5120.55
4035.39	537.773	5123.54
4035.39	537.748	5125.54
4035.4	537.722	5127.54
4035.4	537.697	5130.54
4035.4	537.671	5132.54
4035.41	537.646	5134.54
4035.41	537.62	5136.54
4035.41	537.595	5138.54
4035.42	537.57	5141.54
4035.42	537.544	5143.54
4035.43	537.519	5145.54
